no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,1,2,2,0.0,0,54,2017,11,10,4,0.0,0.0,0.0,79.2,0,0
2,0,1,1,0,0.0,0,275,2018,6,4,3,0.0,0.0,0.0,62.8,0,0
2,0,0,2,1,0.0,0,265,2018,6,24,3,0.0,0.0,0.0,115.0,1,0
1,0,0,2,0,0.0,0,253,2018,8,23,4,0.0,0.0,0.0,119.46596935794754,0,0
2,0,0,1,0,0.0,2,58,2018,5,3,4,0.0,0.0,0.0,154.85029373692993,0,0
2,0,0,3,0,0.0,0,213,2018,6,7,3,0.0,0.0,0.0,130.0,0,0
1,0,0,2,0,0.0,0,191,2018,10,20,4,0.0,0.0,0.0,92.65921398478406,0,0
2,0,1,2,3,0.0,0,44,2018,2,12,4,0.0,0.0,0.0,67.22752274210087,0,0
2,0,0,1,0,0.0,0,105,2018,4,6,3,0.0,0.0,0.0,75.0,0,0
2,0,1,0,0,0.0,0,286,2018,10,16,3,0.0,0.0,0.0,90.0,0,0
2,0,1,3,0,0.0,0,159,2018,6,2,4,0.0,0.0,0.0,126.14703178235904,0,0
2,0,1,1,0,0.0,0,195,2018,7,13,4,0.0,0.0,0.0,106.06247378256568,1,0
2,0,1,1,0,0.0,0,162,2018,7,1,4,0.0,0.0,0.0,105.3,0,0
2,0,0,1,3,0.0,0,182,2018,10,11,4,0.0,0.0,0.0,98.1,0,0
2,0,0,2,0,0.0,0,90,2017,6,10,3,0.0,0.0,0.0,75.59023166201517,0,0
1,0,1,2,0,0.0,0,110,2018,10,8,4,0.0,0.0,0.0,81.97870242006537,0,0
2,2,1,3,0,0.0,5,1,2018,4,22,4,0.0,0.0,0.0,206.0,0,0
1,0,0,2,0,0.0,0,188,2018,6,15,4,0.0,0.0,0.0,130.0,0,0
2,0,0,2,0,0.0,0,317,2018,9,15,3,0.0,0.0,0.0,120.0,0,0
2,0,2,1,1,0.0,0,110,2017,7,25,3,0.0,0.0,0.0,94.5,0,0
1,0,0,2,0,0.0,0,188,2018,6,15,3,0.0,0.0,0.0,130.0,0,0
1,0,2,2,0,0.0,0,163,2018,6,5,3,0.0,0.0,0.0,100.0,0,0
2,0,1,1,1,0.0,0,247,2018,6,6,4,0.0,0.0,0.0,115.0,1,0
1,0,1,5,0,0.0,0,349,2018,10,4,3,0.0,0.0,0.0,80.0,0,0
2,0,0,1,0,0.0,0,83,2018,9,3,4,0.0,0.0,0.0,119.05325663337882,0,0
2,0,2,0,2,0.0,0,88,2018,4,2,4,0.0,0.0,0.0,85.88472603836743,0,0
2,0,0,2,0,0.0,2,25,2018,4,6,4,0.0,0.0,0.0,166.0172013852585,0,0
1,0,0,1,0,0.0,0,8,2018,3,17,4,0.0,0.0,0.0,106.93620839861303,0,0
1,0,0,1,3,0.0,0,28,2018,10,2,4,0.0,0.0,0.0,110.97944686895654,0,0
2,0,1,1,0,0.0,0,99,2018,8,16,4,0.0,0.0,0.0,119.92358267826836,0,0
2,0,0,2,1,0.0,0,292,2018,7,21,3,0.0,0.0,0.0,115.0,0,0
2,0,0,4,0,0.0,0,323,2018,5,17,3,0.0,0.0,0.0,70.0,0,0
1,0,0,3,0,0.0,0,113,2018,5,31,2,0.0,0.0,0.0,100.0,0,0
2,0,1,2,3,0.0,0,248,2018,11,18,4,0.0,0.0,0.0,64.51325820930677,0,0
2,0,0,3,0,0.0,0,433,2018,9,8,4,0.0,0.0,0.0,70.0,0,0
2,0,1,1,0,0.0,3,18,2018,8,5,4,0.0,0.0,0.0,144.52168761149443,0,0
2,0,0,2,0,0.0,3,181,2018,8,22,4,0.0,0.0,0.0,137.5178360448108,0,0
2,0,0,2,0,0.0,3,96,2018,9,27,4,0.0,0.0,0.0,166.0746945079843,1,0
2,0,2,2,0,0.0,2,81,2018,4,15,4,0.0,0.0,0.0,121.48945934453617,0,0
1,0,0,3,0,0.0,0,113,2018,5,31,2,0.0,0.0,0.0,100.0,0,0
2,0,1,4,0,0.0,0,275,2018,10,5,3,0.0,0.0,0.0,90.0,0,0
2,0,1,2,0,0.0,3,59,2018,3,11,4,0.0,0.0,0.0,82.45,0,0
3,0,1,2,0,0.0,3,165,2018,9,5,4,0.0,0.0,0.0,150.98027337699216,0,0
2,0,0,2,3,0.0,0,155,2018,8,22,4,0.0,0.0,0.0,94.5,0,0
2,0,0,2,0,0.0,3,18,2018,9,15,4,0.0,0.0,0.0,174.0,0,0
2,0,2,1,2,0.0,0,132,2018,9,3,4,0.0,0.0,0.0,118.83785390695391,0,0
2,1,0,2,0,0.0,0,86,2018,11,8,4,0.0,0.0,0.0,121.93079350806485,0,0
1,0,0,2,0,0.0,0,181,2018,10,11,3,0.0,0.0,0.0,120.0,0,0
2,0,2,2,0,0.0,0,99,2017,10,30,3,0.0,0.0,0.0,65.0,0,0
2,0,1,0,0,0.0,0,89,2018,5,5,4,0.0,0.0,0.0,126.9,0,0
2,0,2,1,1,0.0,0,138,2017,8,22,3,0.0,0.0,0.0,94.5,0,0
1,0,2,1,0,0.0,0,7,2018,8,6,4,0.0,0.0,0.0,151.30597313783858,0,0
1,0,1,1,0,0.0,0,143,2018,11,12,4,0.0,0.0,0.0,89.22408682400525,0,0
1,0,0,2,1,0.0,0,102,2017,10,16,4,0.0,0.0,0.0,80.0,0,0
2,0,0,2,1,0.0,0,377,2018,10,14,4,0.0,0.0,0.0,115.0,1,0
1,0,1,2,2,0.0,0,116,2018,4,15,4,0.0,0.0,0.0,89.48732687713401,0,0
2,0,1,2,0,0.0,2,22,2018,2,12,4,0.0,0.0,0.0,80.78336514087007,0,0
2,1,1,4,0,0.1329754005791668,2,180,2018,8,2,4,0.0,0.0,0.0,129.8534743607806,1,0
1,0,1,2,0,0.0,0,180,2018,10,10,3,0.0,0.0,0.0,120.0,1,0
2,0,0,2,1,0.0,0,346,2018,9,13,3,0.0,0.0,0.0,115.0,1,0
2,0,1,2,0,0.0,0,305,2018,11,4,3,0.0,0.0,0.0,89.0,0,0
2,0,1,2,0,0.0,0,273,2018,5,13,3,0.0,0.0,0.0,95.0,0,0
2,0,0,5,0,0.0,0,185,2018,7,12,4,0.0,0.0,0.0,90.41338883413005,1,0
2,0,0,3,0,0.0,0,175,2018,9,4,3,0.0,0.0,0.0,82.6347134076244,0,0
2,0,0,2,3,0.0,0,79,2018,4,11,4,0.0,0.0,0.0,85.5,0,0
2,0,1,2,0,0.0,0,35,2018,11,26,4,0.0,0.0,0.0,101.43582430056277,0,0
2,0,0,1,3,0.0,0,225,2018,11,25,4,0.0,0.0,0.0,67.5,0,0
1,0,0,2,0,0.0,0,55,2017,9,8,3,0.0,0.0,0.0,79.13165675668523,1,0
1,0,0,1,0,0.0,0,18,2018,5,13,4,0.0,0.0,0.0,135.0,0,0
2,1,2,3,0,0.0,1,251,2018,8,13,4,0.0,0.0,0.0,163.47091825273785,1,0
2,0,1,3,0,0.0,0,237,2018,10,17,4,0.0,0.0,0.0,90.95,2,0
1,0,0,1,0,0.0,1,2,2017,9,10,2,0.0,0.0,0.0,96.81727846807692,0,0
2,0,0,2,1,0.0,0,102,2017,10,16,4,0.0,0.0,0.0,101.5,0,0
2,0,0,1,0,0.0,3,69,2018,6,13,4,0.0,0.0,0.0,149.76947627721609,0,0
2,0,0,2,0,0.0,3,196,2018,8,23,4,0.0,0.0,0.0,161.13757298157475,0,0
1,0,0,3,1,0.0,0,34,2017,10,6,4,0.0,0.0,0.0,89.02065489409792,0,0
2,0,2,1,3,0.0,0,97,2018,10,30,4,0.0,0.0,0.0,79.78918509447931,0,0
2,0,0,3,0,0.0,0,308,2018,11,23,4,0.0,0.0,0.0,78.3,2,0
1,0,0,1,0,0.0,0,178,2018,7,30,4,0.0,0.0,0.0,102.46591060055117,0,0
1,0,0,3,0,0.0,0,166,2018,11,1,4,0.0,0.0,0.0,110.0,0,0
2,0,1,3,3,0.0,0,67,2018,4,11,4,0.0,0.0,0.0,89.25,0,0
1,0,0,1,0,0.0,3,6,2018,6,10,2,0.0,0.0,0.0,109.27867791320725,0,0
2,0,0,2,0,0.0,3,40,2018,3,24,4,0.0,0.0,0.0,141.66695521641853,0,0
2,0,2,5,0,0.0,2,179,2018,8,3,4,0.0,0.0,0.0,112.10561164936476,0,0
2,0,1,1,0,0.0,0,52,2018,7,3,4,0.0,0.0,0.0,117.9,0,0
1,2,2,6,0,0.0,5,17,2018,9,18,4,0.0,0.0,0.0,235.10527959837083,1,0
2,0,1,3,0,0.0,0,110,2018,7,14,4,0.0,0.0,0.0,118.27835824909164,0,0
1,0,0,1,0,0.0,0,0,2017,5,11,2,0.0,0.0,0.0,66.4474893255986,0,0
1,0,0,2,0,0.0,0,188,2018,6,15,4,0.0,0.0,0.0,130.0,0,0
2,0,1,2,3,0.0,0,72,2018,9,18,3,0.0,0.0,0.0,86.27977570316318,0,0
2,0,1,2,1,0.0,0,161,2018,3,25,4,0.0,0.0,0.0,130.0,0,0
1,0,0,1,0,0.0,0,27,2017,10,5,2,0.0,0.0,0.0,69.2261277908037,0,0
1,0,0,2,1,0.0,0,102,2017,10,16,3,0.0,0.0,0.0,80.0,0,0
2,0,1,4,0,0.0,2,57,2018,2,20,3,0.0,0.0,0.0,12.0,0,0
2,0,0,2,0,0.0,0,122,2017,4,15,4,0.0,0.0,0.0,85.05832514948895,0,0
2,0,1,1,1,0.0,0,247,2018,6,6,3,0.0,0.0,0.0,115.0,1,0
1,0,0,1,0,0.0,0,6,2018,8,17,4,0.0,0.0,0.0,123.24819822282683,0,0
1,0,0,3,2,0.0,0,48,2018,9,6,4,0.0,0.0,0.0,89.04536814406264,0,0
2,0,0,2,0,0.0,0,20,2018,8,30,4,0.0,0.0,0.0,122.39611925861244,0,0
3,0,0,3,0,0.0,3,65,2018,6,27,4,0.0,0.0,0.0,148.90128786717824,0,0
2,0,0,2,2,0.0,0,100,2018,3,26,4,0.0,0.0,0.0,91.74169097320777,0,0
2,0,0,2,1,0.0,0,292,2018,7,21,4,0.0,0.0,0.0,115.0,0,0
2,0,0,2,0,0.0,0,90,2017,6,10,3,0.0,0.0,0.0,75.60571650787125,0,0
2,0,0,0,0,0.0,2,131,2018,11,25,4,0.0,0.0,0.0,102.92018984349744,0,0
2,1,0,2,0,0.0,0,190,2018,8,8,4,0.0,0.0,0.0,121.5,1,0
2,0,0,3,0,0.0,2,92,2017,7,15,4,0.0,0.0,0.0,88.18460944039713,1,0
2,0,2,3,0,0.0,2,198,2018,11,28,4,0.0,0.0,0.0,78.70177161742117,0,0
2,0,2,3,0,0.0,0,6,2018,8,15,4,0.0,0.0,0.0,167.14166771608586,0,0
2,0,1,3,0,0.0,0,135,2018,9,2,4,0.0,0.0,0.0,90.77637525149852,0,0
2,0,2,3,0,0.0,3,114,2018,4,29,4,0.0,0.0,0.0,105.5446267596674,1,0
3,0,0,3,0,0.0,3,102,2018,7,19,4,0.0,0.0,0.0,141.6472735021525,0,0
1,0,0,5,0,0.0,0,230,2018,9,6,3,0.0,0.0,0.0,111.0,0,0
2,0,2,2,0,0.0,0,193,2018,8,26,4,0.0,0.0,0.0,95.2,0,0
2,0,3,7,0,0.0,0,200,2018,7,15,4,0.0,0.0,0.0,91.13156023594864,1,0
2,0,2,3,0,0.0,1,292,2018,9,23,4,0.0,0.0,0.0,163.16021131404798,1,0
2,0,1,3,0,0.0,0,175,2018,8,15,4,0.0,0.0,0.0,99.45272347799154,0,0
2,0,1,1,0,0.0,1,218,2018,9,20,3,0.0,0.0,0.0,157.97789972073627,1,0
1,0,0,1,0,0.0,0,26,2017,9,17,4,0.0,0.0,0.0,117.87100431543168,0,0
1,0,0,0,0,0.0,0,15,2018,2,20,4,0.0,0.0,0.0,85.0,0,0
2,0,2,2,0,0.0,0,61,2018,2,25,4,0.0,0.0,0.0,74.00662921198291,0,0
1,0,2,1,0,0.0,0,116,2018,2,28,4,0.0,0.0,0.0,61.0,0,0
2,0,0,1,0,0.0,0,7,2017,8,21,4,0.0,0.0,0.0,119.75236973769017,1,0
2,0,1,2,0,0.0,3,189,2018,10,28,4,0.0,0.0,0.0,109.8,0,0
2,0,1,2,1,0.0,0,418,2018,9,26,3,0.0,0.0,0.0,107.0,0,0
1,0,1,0,0,0.0,2,68,2018,4,10,4,0.0,0.0,0.0,119.13364572461862,0,0
2,0,1,2,0,0.0,0,305,2018,11,4,3,0.0,0.0,0.0,89.0,0,0
2,0,2,3,0,0.0,0,303,2018,8,19,3,0.0,0.0,0.0,78.0,0,0
2,0,2,1,0,0.0,0,175,2018,7,24,4,0.0,0.0,0.0,123.96716168127065,1,0
2,0,1,4,0,0.0,3,140,2018,5,22,4,0.0,0.0,0.0,116.56257427393743,0,0
2,0,0,4,1,0.0,0,296,2018,9,21,3,0.0,0.0,0.0,117.0,1,0
2,0,0,2,0,0.0,3,6,2018,8,13,4,0.0,0.0,0.0,184.1264940866545,0,0
2,0,0,2,0,0.0,0,60,2018,5,16,4,0.0,0.0,0.0,127.03084428316335,0,0
1,0,0,3,0,0.0,0,198,2018,10,18,4,0.0,0.0,0.0,90.9,0,0
2,0,1,3,0,0.0,2,24,2018,3,24,3,0.0,0.0,0.0,30.385616741120593,0,0
1,0,0,2,0,0.0,2,17,2018,4,9,4,0.0,0.0,0.0,136.0,0,0
2,0,1,4,1,0.0,0,187,2018,8,4,4,0.0,0.0,0.0,164.9140325452721,1,0
1,0,0,2,0,0.0,0,172,2018,6,24,3,0.0,0.0,0.0,95.0,0,0
2,0,0,3,0,0.0,0,259,2018,5,5,4,0.0,0.0,0.0,90.0,0,0
2,0,1,2,1,0.0,0,418,2018,9,26,3,0.0,0.0,0.0,107.0,0,0
2,0,0,3,0,0.0,0,314,2018,10,12,3,0.0,0.0,0.0,75.0,0,0
2,0,0,2,0,0.0,3,38,2018,5,9,4,0.0,0.0,0.0,160.33567391126903,0,0
2,0,1,3,1,0.0,0,210,2017,10,8,3,0.0,0.0,0.0,86.0,0,0
2,2,1,2,0,0.14420163626894722,4,159,2018,8,18,4,0.0,0.0,0.0,216.61389520857222,2,0
1,0,0,3,0,0.0,0,166,2018,11,1,3,0.0,0.0,0.0,110.0,0,0
2,0,1,1,3,0.0,0,43,2018,6,27,4,0.0,0.0,0.0,96.6543809741621,0,0
2,0,0,3,0,0.0,3,91,2018,10,20,4,0.0,0.0,0.0,132.3,2,0
2,0,1,1,0,0.1765587967229683,0,169,2018,6,18,4,0.0,0.0,0.0,116.74104037534316,2,0
2,0,1,2,0,0.0,0,305,2018,11,4,3,0.0,0.0,0.0,89.0,0,0
2,0,0,3,0,0.0,3,87,2018,5,26,4,0.0,0.0,0.0,141.86441989971496,0,0
2,0,2,1,0,0.0,0,179,2018,10,1,4,0.0,0.0,0.0,108.9,1,0
2,2,2,2,0,0.0,5,173,2018,10,28,4,0.0,0.0,0.0,213.719141796858,0,0
2,0,0,1,0,0.0,3,64,2018,9,16,4,0.0,0.0,0.0,149.4,0,0
1,0,0,3,0,0.0,0,131,2018,5,5,4,0.0,0.0,0.0,99.91052314605993,0,0
2,0,1,1,0,0.0,0,275,2018,6,4,3,0.0,0.0,0.0,62.8,0,0
2,0,2,0,1,0.0,0,386,2018,10,23,4,0.0,0.0,0.0,115.0,1,0
1,0,1,3,0,0.0,3,206,2018,8,15,3,0.0,0.0,0.0,108.41937007020748,0,0
2,0,1,2,0,0.0,0,198,2018,9,9,3,0.0,0.0,0.0,90.0,0,0
2,0,2,3,0,0.0,0,276,2018,5,13,4,0.0,0.0,0.0,61.0,0,0
2,0,1,4,0,0.0,0,102,2018,3,20,4,0.0,0.0,0.0,82.00450558009256,0,0
2,0,0,2,0,0.0,3,38,2018,9,13,4,0.0,0.0,0.0,149.4,0,0
2,0,1,2,0,0.0,0,121,2018,6,24,3,0.0,0.0,0.0,90.0,0,0
2,0,2,3,0,0.0,0,276,2018,5,13,3,0.0,0.0,0.0,61.0,0,0
2,0,1,1,3,0.0,0,55,2018,11,11,4,0.0,0.0,0.0,88.1008361054703,0,0
2,0,0,1,0,0.0,0,105,2018,4,6,3,0.0,0.0,0.0,75.0,0,0
3,0,1,0,0,0.0,5,35,2018,8,21,4,0.0,0.0,0.0,214.33571184533736,0,0
2,0,0,3,0,0.0,0,304,2018,11,3,3,0.0,0.0,0.0,89.0,0,0
2,0,1,3,0,0.0,0,79,2018,3,24,4,0.0,0.0,0.0,90.95,1,0
3,0,0,2,0,0.0,3,97,2018,8,26,4,0.0,0.0,0.0,168.3,1,0
2,0,0,4,0,0.0,0,254,2018,10,12,4,0.0,0.0,0.0,91.17587128701572,1,0
1,0,2,1,0,0.0,0,116,2018,2,28,3,0.0,0.0,0.0,61.0,0,0
2,0,1,2,1,0.0,0,315,2018,9,30,4,0.0,0.0,0.0,160.0,0,0
2,0,0,3,0,0.0,2,203,2018,6,30,4,0.0,0.0,0.0,103.27066857630487,0,0
2,0,1,2,0,0.0,0,193,2018,6,20,3,0.0,0.0,0.0,120.0,0,0
2,0,1,1,0,0.0,3,12,2018,5,3,4,0.0,0.0,0.0,189.95937975569328,0,0
2,0,1,1,0,0.0,2,197,2018,8,21,4,0.0,0.0,0.0,137.92778156015348,0,0
2,0,0,2,1,0.0,0,265,2018,6,24,3,0.0,0.0,0.0,115.0,1,0
2,0,0,2,0,0.0,0,64,2018,5,17,2,0.0,0.0,0.0,140.0,0,0
2,0,1,1,1,0.0,0,301,2018,7,30,3,0.0,0.0,0.0,115.0,1,0
2,2,0,2,0,0.0,6,173,2018,8,22,4,0.0,0.0,0.0,213.30742130912435,1,0
2,0,1,3,1,0.0,0,210,2017,10,8,3,0.0,0.0,0.0,86.0,0,0
2,0,1,2,1,0.0,0,315,2018,9,30,3,0.0,0.0,0.0,160.0,0,0
1,0,0,5,0,0.0,0,230,2018,9,6,4,0.0,0.0,0.0,111.0,0,0
2,0,1,2,3,0.0,0,157,2018,7,13,4,0.0,0.0,0.0,89.61689767211767,0,0
2,0,2,3,0,0.0,0,42,2018,2,18,4,0.0,0.0,0.0,75.0957218462517,0,0
2,0,0,2,0,0.0,0,245,2018,6,17,4,0.0,0.0,0.0,75.0,0,0
1,0,0,3,0,0.0,0,254,2018,8,4,3,0.0,0.0,0.0,93.81533635594123,0,0
2,0,0,3,0,0.0,0,304,2018,11,3,3,0.0,0.0,0.0,89.0,0,0
1,0,0,2,0,0.0,0,14,2018,7,21,2,0.0,0.0,0.0,105.0,0,0
1,0,0,2,0,0.0,0,5,2018,2,11,4,0.0,0.0,0.0,91.30851024334848,0,0
2,0,1,2,0,0.0,0,305,2018,11,4,3,0.0,0.0,0.0,89.0,0,0
1,0,2,1,0,0.0,0,38,2018,6,19,3,0.0,0.0,0.0,81.0,0,0
2,1,0,2,0,0.0,5,51,2018,5,22,4,0.0,0.0,0.0,199.88833139766817,0,0
2,0,0,3,0,0.0,0,276,2018,9,22,3,0.0,0.0,0.0,116.33,0,0
2,0,2,2,0,0.0,0,223,2018,7,28,4,0.0,0.0,0.0,120.01183263962747,1,0
2,0,0,2,0,0.0,0,177,2018,6,3,3,0.0,0.0,0.0,100.0,0,0
0,1,0,1,0,0.0,0,71,2018,2,18,4,0.0,0.0,0.0,78.10267967783692,0,0
1,0,0,2,2,0.0,0,228,2018,12,8,4,0.0,0.0,0.0,67.95291818818086,0,0
2,2,0,2,0,0.0,5,44,2018,5,8,4,0.0,0.0,0.0,192.94317613088393,0,0
2,0,0,3,0,0.0,0,52,2018,11,2,4,0.0,0.0,0.0,108.0,1,0
1,0,1,2,0,0.0,0,24,2018,2,21,3,0.0,0.0,0.0,72.84485599797836,0,0
2,0,0,3,0,0.0,0,163,2018,8,7,3,0.0,0.0,0.0,109.76192026844603,0,0
2,0,0,2,0,0.0,0,192,2018,6,24,3,0.0,0.0,0.0,110.33503647359112,0,0
2,2,2,5,1,0.0,5,150,2018,7,10,4,0.0,0.0,0.0,217.43172678385238,0,0
2,2,1,4,1,0.0,5,144,2018,7,8,4,0.0,0.0,0.0,217.41268527128926,0,0
1,0,1,1,0,0.0,0,45,2018,11,19,4,0.0,0.0,0.0,86.4,0,0
2,0,1,1,3,0.0,0,268,2018,10,1,4,0.0,0.0,0.0,95.4,0,0
1,0,1,2,0,0.0,0,101,2018,5,7,3,0.0,0.0,0.0,68.68608801158602,0,0
2,0,0,1,0,0.0,3,130,2018,5,12,4,0.0,0.0,0.0,113.78662449926682,1,0
2,0,1,2,0,0.0,0,305,2018,11,4,3,0.0,0.0,0.0,89.0,0,0
1,0,5,10,0,0.0,0,11,2018,5,9,0,0.0,0.0,0.0,95.0,0,0
3,0,0,3,0,0.0,3,104,2018,8,24,4,0.0,0.0,0.0,150.3,0,0
2,0,0,2,0,0.0,0,216,2018,8,30,4,0.0,0.0,0.0,96.3,1,0
2,0,0,2,1,0.0,0,291,2018,8,19,3,0.0,0.0,0.0,115.0,0,0
2,0,0,3,0,0.0,1,72,2018,6,28,4,0.0,0.0,0.0,136.6397732115209,0,0
2,0,2,1,0,0.0,3,26,2018,7,2,4,0.0,0.0,0.0,186.93775364913793,0,0
1,0,0,1,0,0.0,0,2,2018,3,23,4,0.0,0.0,0.0,138.80336590551428,0,0
1,0,0,1,0,0.0,0,32,2018,2,8,4,0.0,0.0,0.0,72.13229925288339,0,0
2,0,0,3,0,0.0,2,213,2018,8,30,4,0.0,0.0,0.0,118.55251769654812,0,0
1,0,2,2,0,0.0,0,163,2018,6,5,3,0.0,0.0,0.0,100.0,0,0
2,0,0,4,3,0.0,0,61,2018,4,26,4,0.0,0.0,0.0,94.78,0,0
2,0,1,4,0,0.0,0,237,2018,11,28,4,0.0,0.0,0.0,95.57409212286298,0,0
2,0,0,3,0,0.0,0,206,2018,8,8,4,0.0,0.0,0.0,127.05250086139378,1,0
2,0,0,1,1,0.0,0,33,2017,9,23,3,0.0,0.0,0.0,205.73579722361617,0,0
2,0,1,2,0,0.23761247432354726,0,167,2018,4,21,4,0.0,0.0,0.0,119.20293660937809,1,0
2,0,1,1,3,0.0,0,41,2018,3,20,4,0.0,0.0,0.0,88.0424507704327,0,0
2,0,0,1,0,0.0,0,55,2017,9,8,2,0.0,0.0,0.0,99.87433315387639,0,0
1,0,1,4,3,0.0,0,39,2018,5,27,4,0.0,0.0,0.0,104.3396585600321,0,0
2,0,0,2,3,0.0,0,15,2018,2,12,4,0.0,0.0,0.0,79.0,0,0
0,2,1,1,0,0.0,1,193,2018,7,9,4,0.0,0.0,0.0,86.62623042323632,0,0
3,0,0,3,0,0.0,3,142,2018,9,7,4,0.0,0.0,0.0,149.8041948209794,0,0
2,0,0,2,0,0.0,3,64,2018,5,27,4,0.0,0.0,0.0,140.4,0,0
2,0,2,1,1,0.0,0,110,2017,7,25,3,0.0,0.0,0.0,94.5,0,0
2,0,0,1,3,0.0,0,189,2018,11,24,4,0.0,0.0,0.0,70.84287382882769,0,0
2,0,0,3,0,0.0,0,159,2018,8,3,4,0.0,0.0,0.0,130.19510403102566,0,0
2,0,0,3,0,0.0,0,172,2018,7,16,4,0.0,0.0,0.0,110.87278027993439,0,0
2,0,0,2,0,0.0,1,193,2018,8,24,4,0.0,0.0,0.0,126.16295748454142,0,0
2,0,2,1,1,0.0,0,110,2017,7,25,3,0.0,0.0,0.0,94.5,0,0
2,0,1,2,1,0.0,0,161,2018,3,25,3,0.0,0.0,0.0,130.0,0,0
2,0,2,1,1,0.0,0,124,2017,8,8,3,0.0,0.0,0.0,94.5,0,0
2,0,1,2,3,0.0,0,73,2018,3,17,4,0.0,0.0,0.0,72.15390609917078,0,0
2,0,1,2,0,0.0,0,75,2017,9,30,3,0.0,0.0,0.0,76.48086528043885,0,0
1,0,0,0,0,0.0,0,3,2018,9,22,2,0.0,0.0,0.0,110.69522965574774,0,0
2,0,0,2,1,0.0,0,183,2018,8,9,4,0.0,0.0,0.0,98.88570105715752,0,0
2,0,1,3,0,0.0,0,73,2017,7,7,4,0.0,0.0,0.0,76.5,1,0
2,0,0,1,0,0.0,0,99,2018,8,16,4,0.0,0.0,0.0,120.55251762545099,0,0
2,0,0,3,0,0.0,0,279,2018,10,12,3,0.0,0.0,0.0,110.0,0,0
1,0,0,2,0,0.0,0,32,2018,3,24,4,0.0,0.0,0.0,143.24922269069077,0,0
2,0,1,2,1,0.0,0,105,2017,10,12,3,0.0,0.0,0.0,110.0,0,0
2,0,1,1,0,0.0,0,35,2018,8,27,4,0.0,0.0,0.0,112.07965102646641,0,0
2,0,1,3,0,0.0,0,191,2018,8,8,4,0.0,0.0,0.0,131.7425887140738,1,0
2,0,0,1,0,0.0,0,40,2018,9,26,4,0.0,0.0,0.0,136.81540459435112,1,0
1,0,0,3,2,0.0,0,21,2018,9,25,4,0.0,0.0,0.0,83.47000991977143,0,0
2,0,0,2,1,0.0,0,320,2018,8,18,3,0.0,0.0,0.0,115.0,1,0
2,0,1,2,0,0.0,2,25,2018,4,27,4,0.0,0.0,0.0,177.33300763305223,0,0
1,0,2,1,0,0.0,0,1,2018,2,28,3,0.0,0.0,0.0,60.0,0,0
3,0,0,2,0,0.0,3,130,2018,6,9,4,0.0,0.0,0.0,159.8786101952718,0,0
2,0,0,3,0,0.0,0,183,2018,9,8,4,0.0,0.0,0.0,110.0,1,0
2,0,0,1,1,0.0,0,98,2018,5,7,4,0.0,0.0,0.0,115.30275462352446,0,0
2,0,0,2,1,0.0,0,346,2018,9,13,3,0.0,0.0,0.0,115.0,1,0
2,0,0,3,0,0.0,0,27,2018,5,10,4,0.0,0.0,0.0,141.0,0,0
2,0,2,2,0,0.0,0,68,2017,9,11,3,0.0,0.0,0.0,90.07461682595671,0,0
1,0,0,3,0,0.47806467431737104,1,230,2018,7,11,3,0.0,0.0,0.0,105.4827238488536,0,0
2,0,0,4,2,0.0,0,124,2018,6,5,4,0.0,0.0,0.0,98.2177195489142,0,0
2,0,0,2,0,0.48389777762967573,0,172,2018,7,19,4,0.0,0.0,0.0,116.84717538612529,2,0
2,0,2,2,0,0.0,0,107,2017,12,3,4,0.0,0.0,0.0,72.25,1,0
2,0,0,0,3,0.0,0,30,2018,5,24,4,0.0,0.0,0.0,98.1,0,0
2,0,0,4,0,0.0,0,227,2018,10,4,4,0.0,0.0,0.0,102.85,1,0
2,0,0,2,1,0.0,0,265,2018,6,24,3,0.0,0.0,0.0,114.49535590055548,1,0
2,0,0,2,1,0.0,0,256,2018,6,15,4,0.0,0.0,0.0,115.0,1,0
2,0,1,2,0,0.0,0,101,2018,4,4,3,0.0,0.0,0.0,80.0,0,0
2,0,0,1,0,0.0,0,30,2018,5,22,4,0.0,0.0,0.0,126.9,0,0
2,0,1,0,2,0.0,0,195,2018,8,11,4,0.0,0.0,0.0,116.85624198552483,0,0
2,0,1,2,0,0.0,0,273,2018,5,13,3,0.0,0.0,0.0,95.0,0,0
2,0,1,1,1,0.0,0,104,2017,7,16,4,0.0,0.0,0.0,94.5,0,0
2,0,1,1,0,0.0,3,18,2018,5,7,4,0.0,0.0,0.0,141.04205244165098,0,0
1,0,0,2,0,0.0,0,51,2018,11,3,4,0.0,0.0,0.0,89.88671459741977,0,0
2,0,1,1,0,0.0,0,174,2017,10,10,3,0.0,0.0,0.0,70.0,0,0
2,0,1,4,0,0.0,0,169,2018,8,3,4,0.0,0.0,0.0,114.71066289806618,1,0
2,0,2,5,0,0.0,0,147,2018,8,13,4,0.0,0.0,0.0,121.52422623647901,0,0
1,0,0,3,0,0.0,0,274,2018,9,21,3,0.0,0.0,0.0,95.0,0,0
2,0,0,1,0,0.0,1,32,2018,5,29,4,0.0,0.0,0.0,169.53883332368596,0,0
